order_id,order_date,region,customer_segment,product_category,product_name,quantity,unit_price,discount,shipping_cost,sales,profit,customer_rating,returned
100266,2023-05-26 16:59:18.579289,North,Corporate,Office Supplies,Binders,11,161.95,0.3,2.64,1247.01,372.44,1.0,0
101223,2024-10-31 22:15:32.866433,East,Corporate,Furniture,Bookcase,9,434.4875,0.15,15.55,2880.0488,397.26,1.0,0
101504,2025-04-03 20:26:46.403201,West,Corporate,Technology,Laptop,3,82.35,0.0,2.64,247.05,16.58,2.0,1
100075,2023-02-11 01:59:34.787393,North,Corporate,Office Supplies,Binders,9,240.82,0.2,4.09,1733.9,517.54,4.0,0
101443,2025-03-01 10:30:18.909454,North,Consumer,Technology,Monitor,10,246.2,0.15,2.12,2092.7,171.61,4.0,0
101308,2024-12-17 11:43:04.292146,North,Corporate,Furniture,Bookcase,6,101.07,0.0,6.62,606.42,65.81,2.0,1
101707,2025-07-24 01:12:02.161080,South,Corporate,Technology,Printer,6,90.43,0.2,6.3,434.06,36.65,4.0,1
100948,2024-06-03 06:57:05.312656,West,Home Office,Office Supplies,Pens,5,134.36,0.1,16.96,604.62,167.67,1.0,0
101194,2024-10-16 01:00:30.615307,West,Corporate,Technology,Tablet,6,92.33,0.0,12.86,553.98,34.64,1.0,0
101277,2024-11-30 12:10:26.713356,North,Corporate,Technology,Phone,7,72.77,0.0,5.27,509.39,38.55,2.0,0
101316,2024-12-21 20:53:25.602801,East,Corporate,Furniture,Desk,2,99.31,0.0,17.78,198.62,14.82,5.0,0
101333,2024-12-31 04:22:55.887943,West,Consumer,Furniture,Filing Cabinet,9,193.65,0.2,9.19,1394.28,152.32,1.0,0
101051,2024-07-29 17:02:54.687343,North,Consumer,Office Supplies,Storage Box,3,51.84,0.2,4.56,124.42,23.69,4.0,0
100180,2023-04-09 14:22:59.489744,West,Corporate,Technology,Phone,5,106.69,0.0,14.07,533.45,22.22,4.0,0
100758,2024-02-20 05:06:09.184592,North,Corporate,Furniture,Filing Cabinet,5,180.86,0.15,6.72,768.66,92.06,1.0,0
100657,2023-12-26 21:17:55.137568,North,Corporate,Furniture,Desk,4,97.25,0.15,1.13,330.65,38.89,3.0,0
101734,2025-08-07 20:09:29.084542,West,Consumer,Furniture,Sofa,10,127.44,0.2,6.62,1019.52,109.74,5.0,0
100376,2023-07-25 23:06:41.600800,West,Home Office,Technology,Phone,4,285.7,0.0,8.51,1142.8,78.8,1.0,0
101900,2025-11-06 18:29:21.280640,East,Consumer,Technology,Tablet,11,69.85,0.0,5.46,768.35,53.13,3.0,0
100023,2023-01-13 14:22:16.268134,West,Consumer,Technology,Phone,11,129.88,0.0,1.42,1428.68,120.49,4.0,0
100346,2023-07-09 12:42:51.685842,West,Home Office,Technology,Phone,3,168.47,0.3,7.35,353.79,24.09,3.0,0
101645,2025-06-20 02:06:47.003501,South,Corporate,Furniture,Desk,4,307.39,0.2,0.71,983.65,122.63,1.0,0
101857,2025-10-14 05:11:11.735867,North,Consumer,Office Supplies,Binders,1,118.92,0.2,4.29,95.14,18.62,4.0,0
101724,2025-08-02 08:41:32.446223,South,Home Office,Technology,Monitor,8,306.54,0.0,13.28,2452.32,180.31,3.0,0
100008,2023-01-05 09:10:21.310655,North,Consumer,Furniture,Desk,1,180.55,0.3,4.59,126.38,14.28,3.0,0
100228,2023-05-05 21:25:07.353676,East,Consumer,Office Supplies,Pens,9,168.52,0.0,7.79,1516.68,446.4,5.0,0
100489,2023-09-25 20:40:27.613806,East,Corporate,Office Supplies,Paper,6,19.28,0.0,9.21,115.68,20.7,2.0,1
100213,2023-04-27 16:13:12.396198,West,Consumer,Furniture,Filing Cabinet,8,126.76,0.0,10.19,1014.08,111.39,5.0,0
100835,2024-04-02 09:23:19.299649,East,Corporate,Technology,Monitor,10,112.24,0.0,20.06,1122.4,71.63,1.0,0
100688,2024-01-12 20:50:32.716358,East,Consumer,Technology,Printer,4,373.43,0.3,12.69,1045.6,72.66,3.0,0
100449,2023-09-03 22:48:41.060530,East,Corporate,Furniture,Desk,8,112.96,0.15,7.2,768.13,87.15,3.0,0
101412,2025-02-12 10:57:41.330665,West,Corporate,Office Supplies,Pens,3,143.32,0.1,9.43,386.96,105.59,4.0,0
100015,2023-01-09 05:11:54.957478,North,Corporate,Office Supplies,Storage Box,1,67.8,0.0,3.28,67.8,15.99,3.0,0
101573,2025-05-11 15:33:35.207603,West,Consumer,Technology,Printer,8,303.65,0.0,0.31,2429.2,188.42,5.0,0
101783,2025-09-03 16:20:24.612306,North,Consumer,Technology,Monitor,11,157.48,0.0,18.05,1732.28,119.7,3.0,0
101782,2025-09-03 03:11:36.948474,North,Home Office,Office Supplies,Pens,6,143.16,0.0,9.94,858.96,252.23,3.0,0
101457,2025-03-09 02:33:26.203101,South,Home Office,Office Supplies,Labels,7,255.76,0.1,3.75,1253.22,376.62,1.0,0
100957,2024-06-08 05:16:14.287143,South,Consumer,Furniture,Bookcase,5,318.39,0.15,7.8,1353.16,152.62,4.0,1
100546,2023-10-27 02:01:44.452226,South,Home Office,Technology,Tablet,10,329.16,0.2,16.24,2633.28,200.7,1.0,0
101162,2024-09-28 12:19:05.372686,West,Consumer,Furniture,Filing Cabinet,8,211.71,0.15,11.14,1439.63,160.9,1.0,0
100660,2023-12-28 12:44:18.129064,North,Home Office,Office Supplies,Pens,7,208.54,0.2,8.89,1167.82,345.42,4.0,0
100354,2023-07-13 21:53:12.996498,South,Consumer,Technology,Printer,10,38.64,0.2,3.01,309.12,23.48,2.0,1
100748,2024-02-14 17:38:12.546273,East,Consumer,Technology,Tablet,4,150.41,0.15,5.74,511.39,39.92,4.0,0
100207,2023-04-24 09:20:26.413206,East,Consumer,Furniture,Filing Cabinet,1,271.2,0.15,7.23,230.52,24.3,3.0,0
101156,2024-09-25 05:26:19.389694,North,Consumer,Office Supplies,Pens,8,256.89,0.1,11.4,1849.61,527.5375,3.0,0
100739,2024-02-09 19:19:03.571785,South,Corporate,Office Supplies,Labels,11,164.72,0.1,1.61,1630.73,487.71,2.0,0
101083,2024-08-16 05:44:19.929964,West,Corporate,Furniture,Bookcase,5,69.46,0.2,4.11,277.84,32.66,4.0,1
100416,2023-08-16 20:58:28.154077,North,Consumer,Office Supplies,Storage Box,10,267.68,0.0,6.13,2676.8,527.5375,3.0,0
101432,2025-02-23 09:53:34.607303,North,Home Office,Office Supplies,Labels,1,69.66,0.2,12.5,55.73,-1.4,4.0,0
101067,2024-08-07 11:23:37.308654,East,Consumer,Office Supplies,Paper,1,309.08,0.15,9.6,262.72,75.67,1.0,0
101598,2025-05-25 08:13:26.803401,West,Home Office,Office Supplies,Storage Box,2,240.22,0.2,5.07,384.35,108.95,4.0,0
100701,2024-01-19 23:44:52.346173,South,Corporate,Office Supplies,Labels,1,125.42,0.0,3.93,125.42,33.8,4.0,0
100442,2023-08-31 02:47:07.413706,East,Consumer,Technology,Pens,5,88.98,0.15,13.44,378.16,21.04,5.0,0
101426,2025-02-20 03:00:48.624312,North,Consumer,Technology,Laptop,3,189.73,0.3,5.49,398.43,19.56,3.0,1
101449,2025-03-04 17:23:04.892446,North,Home Office,Office Supplies,Pens,10,303.12,0.15,7.33,2576.52,527.5375,5.0,0
100536,2023-10-21 14:33:47.813906,South,Corporate,Office Supplies,Pens,5,65.85,0.15,9.58,279.86,71.34,2.0,0
100348,2023-07-10 15:00:27.013506,East,Consumer,Office Supplies,Labels,10,78.04,0.0,15.63,780.4,219.64,3.0,0
101420,2025-02-16 20:08:02.641320,East,Home Office,Office Supplies,Paper,1,171.36,0.0,4.55,171.36,43.44,5.0,0
100403,2023-08-09 18:04:08.524262,North,Home Office,Office Supplies,Pens,4,174.55,0.3,0.87,488.74,147.49,3.0,0
100362,2023-07-18 07:03:34.307153,North,Consumer,Office Supplies,Storage Box,10,195.07,0.15,7.78,1658.09,492.66,4.0,0
100026,2023-01-15 05:48:39.259629,South,Home Office,Office Supplies,Paper,5,79.53,0.0,0.97,397.65,122.97,1.0,0
101116,2024-09-03 07:34:32.836418,North,Consumer,Office Supplies,Pens,7,132.56,0.2,5.61,742.34,221.54,4.0,0
101177,2024-10-06 17:31:00.330165,South,Consumer,Furniture,Filing Cabinet,7,87.98,0.0,6.14,615.86,74.69,2.0,0
100177,2023-04-07 22:56:36.498249,West,Home Office,Technology,Monitor,2,434.4875,0.0,2.56,978.24,84.69,3.0,0
101937,2025-11-27 00:54:44.842421,East,Corporate,Office Supplies,Pens,1,136.64,0.3,8.37,95.65,23.1,3.0,1
100879,2024-04-26 11:50:16.508254,East,Consumer,Office Supplies,Pens,11,122.79,0.0,20.295,1350.69,382.94,2.0,0
101901,2025-11-07 07:38:08.944472,North,Home Office,Furniture,Desk,8,159.44,0.0,14.16,1275.52,141.26,4.0,0
100755,2024-02-18 13:39:46.193096,North,Corporate,Office Supplies,Storage Box,11,119.72,0.0,20.295,1316.92,376.06,3.0,0
100252,2023-05-19 00:56:11.285642,South,Consumer,Furniture,Pens,10,274.09,0.0,4.31,2740.9,320.65,3.0,0
100414,2023-08-15 18:40:52.826413,North,Consumer,Office Supplies,Paper,1,187.18,0.0,12.76,187.18,37.73,1.0,0
100558,2023-11-02 15:47:16.418209,East,Consumer,Furniture,Desk,6,197.57,0.0,15.98,1185.42,127.71,5.0,0
100553,2023-10-30 22:03:18.099049,West,Home Office,Office Supplies,Binders,5,220.83,0.3,5.23,772.9,222.72,3.0,0
100193,2023-04-16 17:17:19.119559,West,Consumer,Technology,Laptop,6,181.57,0.1,7.11,980.48,67.5,5.0,0
101502,2025-04-02 18:09:11.075537,South,Consumer,Furniture,Desk,9,116.42,0.2,4.01,838.22,93.93,2.0,1
100704,2024-01-21 15:11:15.337668,North,Corporate,Furniture,Office Chair,7,434.4875,0.0,6.85,2880.0488,393.09,2.0,0
101491,2025-03-27 17:32:26.773386,West,Consumer,Office Supplies,Paper,7,173.97,0.2,3.9,974.23,280.3,3.0,1
100445,2023-09-01 18:13:30.405202,East,Corporate,Office Supplies,Pens,6,308.68,0.3,16.66,1296.46,370.88,2.0,0
100788,2024-03-07 15:29:59.099549,East,Home Office,Furniture,Bookcase,10,158.52,0.15,6.62,1347.42,158.24,4.0,0
101936,2025-11-26 11:45:57.178589,South,Consumer,Furniture,Desk,9,137.08,0.15,6.68,1048.66,118.91,1.0,0
101799,2025-09-12 10:41:07.233616,East,Consumer,Office Supplies,Storage Box,4,183.58,0.2,1.53,587.46,175.45,4.0,0
101464,2025-03-12 22:34:59.849924,East,Corporate,Furniture,Sofa,2,87.02,0.1,4.32,156.64,8.31,1.0,0
100451,2023-09-05 01:06:16.388194,West,Corporate,Technology,Laptop,2,122.62,0.0,1.19,245.24,17.46,1.0,0
101399,2025-02-05 08:03:21.700850,South,Corporate,Furniture,Desk,7,210.43,0.2,13.75,1178.41,124.7,3.0,0
100464,2023-09-12 04:00:36.018009,East,Consumer,Furniture,Filing Cabinet,9,151.08,0.0,13.81,1359.72,145.93,4.0,0
100687,2024-01-12 07:41:45.052526,West,Corporate,Office Supplies,Pens,1,124.54,0.0,6.78,124.54,28.84,2.0,0
100458,2023-09-08 21:07:50.035017,East,Consumer,Furniture,Desk,9,206.02,0.15,6.54,1576.05,181.58,4.0,0
101376,2025-01-23 17:41:05.432716,East,Consumer,Office Supplies,Binders,8,104.58,0.0,1.41,836.64,244.89,4.0,0
100943,2024-05-31 13:13:06.993496,South,Consumer,Technology,Phone,9,399.41,0.0,2.66,2880.0488,282.64,1.0,0
101617,2025-06-04 18:00:32.416208,East,Consumer,Technology,Printer,11,197.58,0.1,6.77,1521.37,114.54,1.0,0
100747,2024-02-14 04:29:24.882441,South,Consumer,Office Supplies,Labels,10,169.15,0.15,5.17,1437.78,418.7,1.0,0
100369,2023-07-22 03:05:07.953976,West,Corporate,Office Supplies,Paper,1,122.14,0.2,9.32,97.71,12.8,5.0,0
100484,2023-09-23 02:56:29.294647,North,Home Office,Technology,Printer,6,58.6,0.0,6.58,351.6,9.14,2.0,0
101352,2025-01-10 14:10:01.500750,North,Consumer,Office Supplies,Binders,3,74.9,0.0,13.25,224.7,53.0,4.0,0
101187,2024-10-12 04:58:56.968484,West,Home Office,Office Supplies,Storage Box,9,121.83,0.15,6.62,932.0,280.13,3.0,0
100307,2023-06-18 03:59:52.796398,East,Consumer,Office Supplies,Binders,7,188.87,0.0,4.03,1322.09,391.0,3.0,0
100285,2023-06-06 02:46:24.192096,South,Consumer,Furniture,Office Chair,9,434.4875,0.15,8.84,2880.0488,389.22,3.0,1
100623,2023-12-08 06:18:54.567283,South,Home Office,Technology,Tablet,4,89.42,0.1,7.67,321.91,17.11,1.0,0
101473,2025-03-17 20:54:08.824412,South,Consumer,Furniture,Office Chair,9,71.18,0.3,10.66,448.43,50.12,3.0,0
100700,2024-01-19 10:36:04.682341,North,Corporate,Technology,Tablet,1,305.63,0.0,18.72,305.63,3.16,4.0,0
101810,2025-09-18 11:17:51.535767,North,Corporate,Office Supplies,Labels,4,225.63,0.0,8.25,902.52,269.13,5.0,0
100925,2024-05-21 16:34:49.044522,North,Corporate,Office Supplies,Labels,1,178.26,0.0,20.295,178.26,38.19,5.0,0
101095,2024-08-22 19:29:51.895947,South,Consumer,Office Supplies,Pens,1,59.76,0.0,14.33,59.76,6.98,4.0,0
101709,2025-07-25 03:29:37.488744,North,Corporate,Office Supplies,Paper,3,69.11,0.3,9.13,145.13,32.15,5.0,0
100953,2024-06-06 00:41:03.631815,North,Home Office,Technology,Phone,6,170.15,0.0,11.62,1020.9,64.6,2.0,0
101946,2025-12-01 23:13:53.816908,North,Consumer,Furniture,Filing Cabinet,8,194.8,0.0,7.03,1558.4,182.06,1.0,0
100715,2024-01-27 15:47:59.639819,North,Consumer,Furniture,Filing Cabinet,2,182.52,0.0,6.05,365.04,37.22,2.0,0
101912,2025-11-13 08:14:53.246623,West,Home Office,Office Supplies,Binders,5,171.63,0.2,6.45,686.52,203.27,3.0,1
101257,2024-11-19 13:14:33.436718,West,Consumer,Office Supplies,Binders,1,296.47,0.0,6.16,296.47,81.48,2.0,0
100097,2023-02-23 03:13:03.391695,North,Consumer,Office Supplies,Binders,6,124.76,0.0,9.04,748.56,214.54,2.0,0
101361,2025-01-15 12:29:10.475237,South,Consumer,Furniture,Sofa,11,306.53,0.1,3.89,2697.46,318.85,3.0,0
101073,2024-08-10 18:16:23.291645,West,Corporate,Office Supplies,Paper,6,165.71,0.1,1.34,894.83,268.78,4.0,0
100765,2024-02-24 01:07:42.831415,North,Home Office,Office Supplies,Labels,11,108.61,0.0,4.41,1194.71,350.04,5.0,0
100139,2023-03-18 03:22:25.272636,North,Home Office,Technology,Laptop,8,128.72,0.1,2.46,926.78,73.96,4.0,1
100802,2024-03-15 07:33:06.393196,West,Consumer,Furniture,Bookcase,4,145.37,0.3,6.36,407.04,45.77,3.0,0
100936,2024-05-27 17:11:33.346673,West,Consumer,Office Supplies,Labels,11,305.38,0.0,6.94,2880.0488,527.5375,2.0,0
101892,2025-11-02 09:18:59.969984,East,Corporate,Office Supplies,Storage Box,9,211.93,0.1,7.03,1716.63,509.99,4.0,0
101438,2025-02-26 16:46:20.590295,West,Consumer,Technology,Monitor,6,165.65,0.0,2.17,993.9,75.05,1.0,0
101489,2025-03-26 15:14:51.445722,South,Consumer,Technology,Laptop,9,22.93,0.15,3.13,175.41,7.83,2.0,0
101329,2024-12-28 23:47:45.232616,North,Consumer,Office Supplies,Binders,2,195.6,0.2,12.31,312.96,78.34,5.0,0
101666,2025-07-01 14:11:27.943971,West,Consumer,Office Supplies,Labels,5,208.41,0.3,13.64,729.44,210.84,2.0,1
101653,2025-06-24 11:17:08.314157,North,Consumer,Office Supplies,Paper,9,94.83,0.2,8.44,682.78,197.21,2.0,0
100128,2023-03-12 02:45:40.970485,North,Consumer,Technology,Tablet,5,110.6,0.3,12.12,387.1,20.6,3.0,0
100691,2024-01-14 12:16:55.707853,West,Consumer,Furniture,Sofa,6,267.15,0.0,5.08,1602.9,187.02,5.0,0
100885,2024-04-29 18:43:02.491245,South,Consumer,Technology,Tablet,8,175.13,0.3,10.47,980.73,65.01,2.0,1
101231,2024-11-05 07:25:54.177088,East,Consumer,Technology,Laptop,9,303.36,0.2,6.86,2184.19,-246.5025,2.0,0
101770,2025-08-27 13:26:04.982491,East,Home Office,Technology,Phone,8,162.17,0.15,3.61,1102.76,84.74,4.0,0
100522,2023-10-13 22:30:40.520260,North,Consumer,Technology,Printer,6,356.67,0.3,3.15,1498.01,110.73,1.0,0
100264,2023-05-25 14:41:43.251625,West,Corporate,Office Supplies,Binders,11,155.76,0.0,20.295,1713.36,474.92,5.0,0
101159,2024-09-26 20:52:42.381190,East,Consumer,Office Supplies,Storage Box,5,341.96,0.0,10.98,1709.8,503.78,4.0,0
101436,2025-02-25 14:28:45.262631,North,Consumer,Technology,Printer,9,131.19,0.1,8.78,1062.64,74.72,3.0,0
101591,2025-05-21 12:11:53.156578,North,Consumer,Technology,Printer,9,86.85,0.0,10.58,781.65,55.49,3.0,0
100631,2023-12-12 15:29:15.877938,West,Consumer,Office Supplies,Pens,2,50.88,0.0,8.62,101.76,19.65,1.0,1
100498,2023-09-30 18:59:36.588294,South,Home Office,Technology,Monitor,11,259.01,0.2,0.64,2279.29,186.64,5.0,0
101980,2025-12-20 14:12:54.387193,West,Consumer,Office Supplies,Storage Box,3,298.39,0.0,6.62,895.17,260.18,1.0,0
101363,2025-01-16 14:46:45.802901,North,Corporate,Technology,Tablet,8,128.67,0.1,4.25,926.42,68.63,3.0,0
101660,2025-06-28 07:18:41.960980,North,Consumer,Office Supplies,Labels,2,142.39,0.0,12.33,284.78,76.71,5.0,0
101152,2024-09-23 00:51:08.734367,North,Consumer,Office Supplies,Paper,6,104.67,0.0,7.78,628.02,181.77,2.0,0
100432,2023-08-25 15:19:10.775387,East,Corporate,Technology,Phone,11,173.06,0.1,5.81,1713.29,128.33,5.0,0
101158,2024-09-26 07:43:54.717358,South,Home Office,Office Supplies,Paper,9,241.68,0.0,6.59,2175.12,527.5375,4.0,0
101240,2024-11-10 05:45:03.151575,West,Home Office,Furniture,Desk,7,226.58,0.0,20.295,1586.06,171.89,4.0,0
100068,2023-02-07 05:58:01.140570,North,Consumer,Technology,Tablet,6,151.43,0.3,2.63,636.01,48.47,4.0,1
100935,2024-05-27 04:02:45.682841,North,Consumer,Furniture,Sofa,2,156.28,0.0,2.87,312.56,36.15,2.0,0
101039,2024-07-23 03:17:22.721360,North,Corporate,Technology,Monitor,1,172.66,0.0,4.01,172.66,19.24,1.0,0
101199,2024-10-18 18:44:28.934467,East,Home Office,Office Supplies,Binders,7,149.52,0.15,6.74,889.64,261.61,2.0,0
101853,2025-10-12 00:36:01.080540,East,Consumer,Office Supplies,Binders,3,204.96,0.15,5.28,522.65,155.62,1.0,0
100573,2023-11-10 20:59:11.375687,East,Home Office,Office Supplies,Pens,9,265.27,0.3,9.56,1671.2,494.18,5.0,0
100334,2023-07-02 22:57:19.719859,North,Consumer,Technology,Phone,8,185.75,0.1,6.62,1337.4,102.53,1.0,0
100338,2023-07-05 03:32:30.375187,North,Corporate,Office Supplies,Paper,6,173.45,0.15,1.57,884.59,261.67,5.0,0
101343,2025-01-05 15:50:52.526263,East,Consumer,Office Supplies,Binders,2,219.36,0.0,11.49,438.72,132.92,1.0,0
100664,2023-12-30 17:19:28.784392,South,Consumer,Office Supplies,Binders,5,235.87,0.2,4.32,943.48,270.21,3.0,0
100383,2023-07-29 19:08:15.247623,South,Consumer,Office Supplies,Paper,3,43.08,0.0,1.28,129.24,39.13,3.0,0
101814,2025-09-20 15:53:02.191095,West,Consumer,Office Supplies,Storage Box,11,119.75,0.2,20.295,1053.8,295.42,2.0,0
100055,2023-01-31 03:03:41.510755,East,Consumer,Technology,Laptop,3,229.25,0.0,9.35,687.75,52.2,2.0,1
101643,2025-06-18 23:49:11.675837,North,Consumer,Office Supplies,Storage Box,7,55.04,0.2,4.43,308.22,87.2,3.0,1
100971,2024-06-15 21:19:21.580790,North,Corporate,Furniture,Filing Cabinet,9,395.94,0.0,19.36,2880.0488,409.5,1.0,0
100699,2024-01-18 21:27:17.018509,North,Home Office,Technology,Phone,2,138.58,0.1,8.6,249.44,11.51,4.0,0
101535,2025-04-20 19:59:23.981990,South,Corporate,Technology,Printer,5,375.28,0.2,1.29,1501.12,112.45,1.0,1
100721,2024-01-30 22:40:45.622811,South,Home Office,Office Supplies,Binders,6,115.76,0.2,3.21,555.65,158.91,5.0,1
100170,2023-04-04 02:55:02.851425,North,Consumer,Technology,Phone,9,148.28,0.1,16.8,1201.07,80.48,3.0,0
101150,2024-09-21 22:33:33.406703,North,Consumer,Office Supplies,Binders,11,80.91,0.0,12.63,890.01,266.16,4.0,0
100956,2024-06-07 16:07:26.623311,East,Consumer,Technology,Printer,4,47.15,0.15,1.4,160.31,12.63,5.0,0
100326,2023-06-28 13:46:58.409204,West,Consumer,Furniture,Office Chair,5,118.22,0.2,4.69,472.88,53.07,5.0,0
100503,2023-10-03 12:43:34.907453,South,Home Office,Office Supplies,Binders,6,429.59,0.15,6.62,2190.91,527.5375,1.0,0
101836,2025-10-02 17:06:30.795397,North,Corporate,Technology,Laptop,9,123.81,0.0,20.295,1114.29,66.13,3.0,1
100409,2023-08-13 00:56:54.507253,West,Home Office,Furniture,Office Chair,7,115.21,0.15,4.8,685.5,73.82,5.0,0
101413,2025-02-13 00:06:28.994497,West,Consumer,Furniture,Office Chair,2,166.62,0.1,1.92,283.25,39.36,2.0,1
100297,2023-06-12 16:31:56.158079,West,Consumer,Office Supplies,Storage Box,9,179.83,0.3,11.48,1132.93,326.27,5.0,0
100892,2024-05-03 14:44:36.138069,North,Corporate,Office Supplies,Binders,9,49.24,0.0,4.97,443.16,130.15,3.0,0
100829,2024-03-30 02:30:33.316658,North,Corporate,Technology,Printer,8,51.64,0.15,20.295,351.15,10.2,1.0,1
101940,2025-11-28 16:21:07.833916,North,Consumer,Office Supplies,Labels,5,160.2,0.0,11.06,801.0,229.74,4.0,0
100840,2024-04-05 03:07:17.618809,North,Corporate,Technology,Laptop,2,163.6,0.3,5.11,229.04,12.11,4.0,0
101087,2024-08-18 10:19:30.585292,East,Consumer,Office Supplies,Pens,11,246.94,0.15,3.37,2308.89,527.5375,4.0,0
100734,2024-02-07 01:35:05.252626,North,Consumer,Technology,Monitor,10,148.72,0.1,4.53,1338.48,99.79,2.0,0
100671,2024-01-03 13:21:02.431215,East,Consumer,Office Supplies,Binders,10,89.22,0.3,5.67,624.54,189.93,5.0,0
100648,2023-12-21 22:58:46.163081,East,Corporate,Office Supplies,Labels,9,101.48,0.15,1.35,776.32,228.03,5.0,0
101684,2025-07-11 10:49:45.892946,North,Consumer,Office Supplies,Paper,8,59.23,0.1,6.04,426.46,118.87,5.0,0
101542,2025-04-24 16:00:57.628814,South,Home Office,Office Supplies,Paper,3,155.09,0.0,10.13,465.27,130.93,4.0,0
101971,2025-12-15 15:53:45.412706,West,Consumer,Furniture,Sofa,3,255.87,0.0,4.21,767.61,84.92,4.0,0
100716,2024-01-28 04:56:47.303651,East,Corporate,Office Supplies,Paper,1,232.97,0.2,12.3,186.38,45.63,3.0,1
100718,2024-01-29 07:14:22.631315,East,Consumer,Office Supplies,Storage Box,4,121.87,0.3,20.295,341.24,75.29,5.0,1
100531,2023-10-18 20:49:49.494747,East,Corporate,Office Supplies,Storage Box,1,269.5,0.0,6.62,269.5,72.46,4.0,0
100407,2023-08-11 22:39:19.179589,West,Consumer,Office Supplies,Paper,11,147.3,0.0,3.38,1620.3,485.97,2.0,0
100199,2023-04-20 00:10:05.102551,South,Corporate,Furniture,Office Chair,1,90.97,0.0,13.36,90.97,-1.81,4.0,0
100473,2023-09-17 02:19:44.992496,North,Corporate,Furniture,Desk,5,164.77,0.2,20.295,659.08,52.6,4.0,1
101267,2024-11-25 00:42:30.075037,West,Corporate,Technology,Printer,7,147.94,0.1,2.18,932.02,72.16,3.0,0
101205,2024-10-22 01:37:14.917458,North,Consumer,Furniture,Bookcase,6,165.73,0.0,0.87,994.38,117.74,2.0,0
100828,2024-03-29 13:21:45.652826,West,Home Office,Technology,Printer,7,62.99,0.2,3.76,352.74,35.42,5.0,0
100216,2023-04-29 07:39:35.387693,North,Consumer,Office Supplies,Paper,2,207.35,0.0,6.02,414.7,125.46,2.0,0
100253,2023-05-19 14:04:58.949474,North,Corporate,Office Supplies,Binders,4,112.58,0.0,13.85,450.32,133.15,1.0,0
100152,2023-03-25 06:16:44.902451,North,Corporate,Office Supplies,Labels,9,123.36,0.0,16.82,1110.24,319.33,1.0,0
101276,2024-11-29 23:01:39.049524,North,Consumer,Office Supplies,Pens,7,95.05,0.0,9.62,665.35,192.33,3.0,0
101090,2024-08-20 01:45:53.576788,North,Home Office,Office Supplies,Paper,10,111.09,0.2,9.61,888.72,258.04,3.0,0
100930,2024-05-24 10:18:47.363681,North,Corporate,Technology,Printer,4,49.57,0.0,3.43,198.28,14.87,5.0,1
101256,2024-11-19 00:05:45.772886,East,Consumer,Office Supplies,Binders,11,261.09,0.3,2.83,2010.39,527.5375,4.0,0
101444,2025-03-01 23:39:06.573286,North,Home Office,Technology,Monitor,3,162.31,0.1,3.36,438.24,28.86,1.0,0
101338,2025-01-02 22:06:54.207103,West,Consumer,Technology,Pens,8,210.19,0.0,2.67,1681.52,127.46,2.0,0
101767,2025-08-25 21:59:41.990995,North,Consumer,Office Supplies,Storage Box,8,51.97,0.2,1.97,332.61,101.97,4.0,0
101614,2025-06-03 02:34:09.424712,West,Corporate,Office Supplies,Paper,8,350.4,0.0,4.26,2803.2,527.5375,4.0,0
101885,2025-10-29 13:17:26.323161,South,Consumer,Furniture,Desk,8,175.93,0.15,11.22,1196.32,131.51,5.0,1
100530,2023-10-18 07:41:01.830915,East,Corporate,Technology,Monitor,2,162.62,0.1,2.69,292.72,28.27,2.0,0
101403,2025-02-07 12:38:32.356178,South,Home Office,Furniture,Sofa,6,71.37,0.2,15.3,342.58,20.66,5.0,0
101298,2024-12-12 00:15:07.653826,East,Consumer,Office Supplies,Paper,11,330.68,0.3,10.49,2546.24,527.5375,4.0,0
100240,2023-05-12 11:10:39.319659,West,Consumer,Technology,Monitor,9,109.34,0.1,8.66,885.65,61.51,3.0,1
101010,2024-07-07 06:02:20.470235,East,Consumer,Furniture,Office Chair,7,63.24,0.0,3.87,442.68,54.87,5.0,0
101743,2025-08-12 18:28:38.059029,West,Corporate,Technology,Printer,1,224.4,0.0,4.92,224.4,10.05,3.0,0
100187,2023-04-13 10:24:33.136568,North,Corporate,Furniture,Sofa,9,153.05,0.1,2.44,1239.71,146.94,1.0,0
100246,2023-05-15 18:03:25.302651,East,Consumer,Technology,Laptop,7,300.56,0.1,1.75,1893.53,149.62,4.0,0
100905,2024-05-10 17:38:55.767883,East,Corporate,Office Supplies,Pens,5,275.21,0.0,8.02,1376.05,409.49,2.0,1
101820,2025-09-23 22:45:48.174087,West,Corporate,Office Supplies,Pens,11,215.83,0.2,3.63,1899.3,527.5375,4.0,0
101044,2024-07-25 21:01:21.040520,North,Corporate,Furniture,Bookcase,1,203.05,0.0,11.19,203.05,20.82,5.0,0
100901,2024-05-08 13:03:45.112556,North,Home Office,Office Supplies,Binders,3,188.48,0.0,8.86,565.44,170.78,5.0,0
100692,2024-01-15 01:25:43.371685,North,Home Office,Technology,Tablet,1,39.35,0.3,2.59,27.54,-0.96,1.0,1
100302,2023-06-15 10:15:54.477238,South,Consumer,Technology,Monitor,1,100.56,0.15,11.68,85.48,2.86,5.0,0
100283,2023-06-05 00:28:48.864432,North,Corporate,Furniture,Office Chair,8,273.1,0.1,10.49,1966.32,221.66,3.0,0
